,text,created_at
1528,RT @Ryofuwi: 博士人材の産業界でのキャリアパスがないという話も聞くけど、（分野によるのは分かるが）案外アカデミック外への就職は出来ちゃうので、全職種・業界での競争にあるということを上の人達はわかっていない気がする。,2021-08-30 22:09:03+00:00
1529,RT @Ryofuwi: アカデミックで、高尚なことをやっているので待遇悪くても頑張れ的な”やりがい搾取”はもう通用しないということを分かるべきだな。他職種も含めた人材獲得競争になっているので、若手にとって魅力的な待遇を用意すべきだ。任期もそうだけど古いタイプの講座制も魅力を削…,2021-08-30 22:09:01+00:00
1530,"クソコードですが上げてあります
https://t.co/k997QHgr61",2021-08-30 21:51:20+00:00
1531,ようやく都の陽性者数は減少トレンドに転じたが、重症者数と死亡者数は遅延指標なのでこれから増えてくることが予想される。実際、過去の陽性者数・軽症＆中等症者数・重症者数・死亡者数を季節調整＆正規化してプロットしてみると、後二者が陽性者… https://t.co/mQ6JiY0Ev4,2021-08-30 21:42:32+00:00
1532,"RT @modelpress: Perfumeあ～ちゃん、“推し”の魅力熱弁「色っぽくて好きになっちゃいました」

@perfumeofficial @Perfume_Staff #ザ・マスクド・シンガー

▼写真・記事詳細はこちら

https://t.co/iPHwBDyh…",2021-08-30 21:12:08+00:00
1533,"このニュースを見てから、ググって適当な日系最大手企業のIRサイトの英語版で英文リリースを読んでみたところ、心の底から絶望してタブを閉じた
https://t.co/BehVvGPQEZ",2021-08-30 20:19:40+00:00
1534,RT @47news: 6割が英文での開示に「不満」　東証の海外投資家調査 https://t.co/hgZ0LUFr8T,2021-08-30 20:16:01+00:00
1535,"RT @takieisuzu: 昔のスタートレックが謎の伝染病でワクチン打つ打たないのドラマやってたんですが、令和の我々まんまでした。
1人は「運が良ければ病気にならないからワクチン打たない」と言い、船長さんが「運ではないんだ！感染は、誰にでもあるんだ」て言ってた。
本当に、ス…",2021-08-30 20:06:07+00:00
1536,東大院出てメーカー研究所入ってコツコツ研究して、実力が付いたところで転職して外資tech大手に行けば総合商社とどっこいかそれ以上の給料を貰えるのでオススメです（違うそういう議論じゃない） https://t.co/GrN9NlyLSl,2021-08-30 19:59:39+00:00
1537,RT @xerespm: 炎上案件に入ると育つんじゃなくて、炎上案件から生きて生還出来るやつ以外は死ぬだけなんだよなあ…。,2021-08-30 19:54:39+00:00
1538,@bentheDPeness コロナは持ち出し説がありますね。。。,2021-08-30 19:52:11+00:00
1539,@bentheDPeness これ僕が旧ブログ書いてた頃も話題になってましたね。確か京大病院が任天堂の社長を治した時に、お礼にと結構な金額の寄付をもらったところ文科省から「もらった分だけ運営費交付金は召し上げ」とやられて、一同ブチ切れたことがありました,2021-08-30 19:43:27+00:00
1540,自分の2年前までのM2（自チームmanagerの直上のdirector）も女性で、尚且つ仕事しやすかったなと思い出した。このまま良い流れが続いて欲しい,2021-08-30 19:40:35+00:00
1541,現職の東京オフィスで自分が所属している大部門、気付いたらdirector（country headの直下）の過半数が女性だった。素晴らしいことだと思う,2021-08-30 18:33:52+00:00
1542,"RT @tokoroten: 今月で退職するのに仕事がバンバン降ってくるという友人に、
「社内SNSの自分のアイコンを遺影にしておくといいですよ」
というアドバイスをしておいた",2021-08-30 18:29:48+00:00
1543,東京都の医療リソースの残り容量に関する各指標は画像の通り。7119発熱相談と陽性率は減少傾向だが、東京ルール適用件数が高止まりで、陽性者数・入院者数の遅延指標である重症者数も高止まりが続くと予想される。全国レベルでは状況は変わらず https://t.co/wMeJ5X1xbR,2021-08-30 17:10:42+00:00
1544,2020年11月1日以降の年代別推移。ようやく全年齢層で減少トレンドに入ってきた https://t.co/DYeYPDNqKU,2021-08-30 17:10:41+00:00
1545,"本日の東京都の報告数は1915名、二階差分トレンドの直近3日間の推定値は3530, 3320, 3100、7日周期成分の推定値は-153, 264, 647, 454, 226, -147, -1300、直近3日間の「加速度」は-… https://t.co/RyKmmBBgnl",2021-08-30 17:10:40+00:00
1546,本日発表の東京の死亡報は12名。診断日が7月20日-8月23日、死亡日が8月1-29日と全て第五波の死亡者。死亡日別の死亡者数も増加傾向にある（一般に1-2ヶ月の遅延指標なので陽性者が増えれば死亡者も遅延して増える）… https://t.co/KEGOQyuYM1,2021-08-30 16:56:02+00:00
1547,@tmaehara @kenmcalinn Concur便利ですね,2021-08-30 16:35:17+00:00
1548,"RT @usagyuuunP: みんなで花火をしたよ〜〜!!!!!!!!!!!
ぱちぱちキラキラ楽しかった!!!!!!!!!!!
きみは花火すき〜?????????? 

#うさぎゅーん #ねこぎゅーん #にんじん #花火 https://t.co/u7tQuCfexn",2021-08-30 12:09:36+00:00
1549,"昨日話題に出した「本番環境で機械学習が成功できない理由とその解決策」の議論、Towards Data Scienceの記事でも話題になっていた。「何がどこまで到達したら『成功』なのか」という問いが必要だ、という指摘はまさにという感想
https://t.co/2NaOztGby0",2021-08-30 11:10:04+00:00
1550,RT @KS_1013: あれだけ大きく取り上げられた副反応への恐れはどこへいったのか。日本はワクチン忌避の傾向が強いという話はどこへいったのか。結局、マスコミも厚労省も思い込みだけで語っていたのではないだろうか。 https://t.co/ez3Rf7lDnG,2021-08-30 10:22:07+00:00
1551,"RT @Gael_Monfils: Friday Mood 🤣
https://t.co/n7gwtQ1kDH https://t.co/otTBjtfpMb",2021-08-30 09:36:04+00:00
1552,RT @gudetama_sanrio: 流行ってるらしいからぐでたまの骨格診断もしてほしんだわ〜 https://t.co/pwa2EnVD35,2021-08-30 09:34:48+00:00
1553,"余談ながら、最近の状況を踏まえて旧ブログ時代の持論をアップデートさせたものがこちら
https://t.co/V75lWkrJlr",2021-08-30 01:48:04+00:00
1554,@kenmcalinn 無理ですね、間違いなく。,2021-08-30 01:47:23+00:00
1555,今からでも遅くないので、自分が旧ブログに10年前に書いた滅びの予言を覆すような「実際の政治・行政的な動き」が研究業界そしてその周囲を取り巻く人々の間から湧き起こることを期待したい,2021-08-30 01:41:22+00:00
1556,今、現在進行形で起きていることの多くはその旧ブログの最後でシミュレートしたのとほぼ同じ展開になっている。そしてそれは、そのまま日本の科学研究の「滅びの始まり」になっている。10年前に書いた予言が当たったことになるが、滅びの予言が当たって嬉しい予言者などこの世にはいないはず,2021-08-30 01:37:57+00:00
1557,そういう中にあって、イタリアが財政危機で科技予算を大幅カットし、スペインで財務当局が文教当局から科技行政権限を召し上げ「国家的投資」の名目で事実上基礎研究を規制し始めたというニュースは衝撃的だった。旧ブログの最後の方の記事ではこれが日本で起きた時に考えられる事態をシミュレートした,2021-08-30 01:35:45+00:00
1558,勿論、ただの無能な食い詰めポスドクが匿名ブログで喧伝する悲観的な未来予測なんて取るに足らない、と思われたという側面もあろう。けれども、当時は霞ヶ関にも人脈を持ち国内外の科技行政の情勢は知悉していた自負がある。少なくとも「現状のままで良い」という守旧的な姿勢では危ういと感じていた,2021-08-30 01:32:00+00:00
1559,「財務当局が儲かる研究目当てで科技行政を牛耳る」前例は10年前の時点で既にスペインで断行されていて警戒すべきだった。若手の博士敬遠による人材減（難）を指摘しても10年前は「これだけ厳しい環境でもあえて参入する優秀な若者がいるのだから未来は明るいはず」という声に押されてかき消された,2021-08-30 01:24:54+00:00
1560,旧ブログで「研究業界はもっと政治力を持つために票田となるべき」「自前の財政基盤を持って政治行政からの介入を阻止するべき」と訴えていたものの、一つも実現することなく今に至ったのは残念でならない。当時は完全に異端児の妄言扱いだったが、… https://t.co/13G1LykkY4,2021-08-30 01:23:01+00:00
1561,"RT @yook8810: アントニオ猪木の生命力が凄すぎる
左が数か月前　　　右が現在 https://t.co/ASZ8msP2Ns",2021-08-30 00:37:03+00:00
1562,RT @47news: パラ学校観戦引率の教員2人が感染 https://t.co/OVbEIJgGL0,2021-08-29 23:27:33+00:00
1563,@Cur4E7Iox5S0mOR 10億円あっても無理では,2021-08-29 23:17:27+00:00
1564,RT @amneris84: 反ワクチンだった三遊亭多歌介さんがコロナで亡くなった。家族も感染。弟弟子さんの「皆さんはワクチンを打ってください」との訴えが悲痛。,2021-08-29 22:52:39+00:00
1565,@Cur4E7Iox5S0mOR 今度奢ってよ、銀座の鮨,2021-08-29 22:48:45+00:00
1566,RT @ak_tch: 米英独仏伊と日本の10万人あたりの新規感染者数。日本の感染者は米英より少ないものの、ドイツ、イタリアより多く、いまでは「ふつうの国」です。 https://t.co/af3b9BbcGz,2021-08-29 22:45:06+00:00
1567,@shima__shima 他分野は下がってるとか,2021-08-29 22:44:06+00:00
1568,@Cur4E7Iox5S0mOR 年収1億円だったっけ？,2021-08-29 22:38:51+00:00
1569,@wkbme 変な語尾をやめたまえ,2021-08-29 22:33:10+00:00
1570,@Cur4E7Iox5S0mOR 年収5000万円ぐらいいってるんだよね？,2021-08-29 22:28:08+00:00
1571,結局大事なことは「実務の現場に何をもたらすと最も効果的か」を考えることであって、「とにかく精度の高い学習器を作る」ことではないということなのかなと。それさえ出来ていれば、9割OKで1割NGな学習器でも十分に役立てられるはず,2021-08-29 19:04:16+00:00
1572,1は単純に人間が手がけるクリエイティブとの融合を考えた結果、全自動をやめて半自動にしたというもの。2は予測時に与えるテストデータが莫大（玉石混交）なので、真に意味あるものだけ正確に予測して残せれば良くて、そうでないものは捨てて構わないという背景を活かしたもの,2021-08-29 19:02:09+00:00
1573,"自分がこれまで現職で手がけた機械学習ソリューションでは
1. そもそも「予測」ではなく「説明（解釈）」をアウトプットにする
2. クラス分類確率の高いものだけアウトプットし、低いものは「未定」扱いにして捨てる
などという形で実務の… https://t.co/D3m5A8Qh6L",2021-08-29 18:59:51+00:00
1574,@tkshhysh いや全くもってそうだと思いますよ。非効率投資（というか選択と集中という名の「投機」）をしていれば、生産活動のパフォーマンスが低下するのは当たり前かと。,2021-08-29 18:49:19+00:00
1575,@sawawww うちのチームでも「分からなかったらとりあえず周囲に聞け、そして詳しそうな人を探し出せ」って最初に言ってる気がします。「ほっといたら自分でやろうとする」のはこっちでも新しく来る人は大抵そうで、大体時間がかかり過ぎてしまうので毎回「まず他の人に聞いて」と言ってます。,2021-08-29 17:55:09+00:00
1576,@sawawww Engでなくてもほぼ同じことは言われますね,2021-08-29 17:51:57+00:00
1577,RT @CochraneJapan: Twitterもやってます😊,2021-08-29 17:51:01+00:00
1578,"「日本の研究力、低落の一途　注目論文数10位に」というタイトルの日経の記事だが、載っている図が分かりやす過ぎてもはやコメントの必要すらない感じだった
https://t.co/WOtMi9TFsk https://t.co/eNpVn6VumY",2021-08-29 17:21:25+00:00
1579,本日発表の東京都の死亡報。診断日が7月21日-8月26日、死亡日が8月7-27日と全て第五波の死亡者。14名中半分の7名が40-50代と若い死亡者が目立つ。死亡日別の死亡者数推移も8月23日に第四波5月23日以来の10名超えを記録… https://t.co/0fDKUKYgLK,2021-08-29 17:12:23+00:00
1580,"RT @nabe_desuyo: 感染研がCochrane Review含むCOVID-19に関する主要医学誌の論文をピックしてくれておりますのでこちらもどうぞ。タグで疫学も選べます。
神サイトです。
https://t.co/hJQbkfIrWj",2021-08-29 16:52:21+00:00
1581,"今頃気付くとか遅過ぎると怒られそうだが、Cochraneの公式サイトがあるのを知った。ボランティアによる日本語版もある。COVID-19を初めとする多くの疫学研究に関するエビデンスがまとめられて公開されている。""Trusted e… https://t.co/JEXS7tMf4i",2021-08-29 15:24:56+00:00
1582,RT @usovich: 「頭のいい人はそうでない人のことが分からない」という話が諸々の原因かと思ってたが、最近は「そもそもそんなに頭がよくないのでは」という疑念にシフトしてきた感,2021-08-29 00:49:24+00:00
1583,RT @usovich: まぁ私がずっと問題視してるのは「エリートが庶民を知らない」ことよりも「エリートがそれに見合う知性を身につけていない」ことですがね,2021-08-29 00:49:22+00:00
1584,本日発表の東京都の死亡報は19名。診断日・死亡日とも全て第五波以降で、100歳以上が1名いる模様。また20代が1名、40-50代が4名と若い世代も目に付く。そして6月以降右肩下がりだった死亡者数が増加傾向に転じている… https://t.co/Y4FVgs5qqS,2021-08-28 16:52:03+00:00
1585,@asumaslv とりあえず5年で1回promoteしたので勘弁してくださいw,2021-08-28 16:05:15+00:00
1586,@uniontell 給料何分の一になるか分かりません笑,2021-08-28 16:04:48+00:00
1587,RT @Malaysiachansan: 海外での会社経営は、毎年従業員の昇給があって大変なんですよ。そうしないと従業員は、更に高待遇の会社に転職してしまうんです。つまり経営者が従業員を昇給させるのは、単なる温情ではなく転職防止の為なんです。この点日本は特殊ですよね。別に昇給し…,2021-08-28 15:38:52+00:00
1588,なお「政府にはもっと金があるはず、単に大学に回す金をケチっているだけ」という人には、霞ヶ関埋蔵金を探しに行った旧民主党政権のことを是非思い出して欲しい,2021-08-28 15:32:31+00:00
1589,"RT @Otori0704: よし！僕も怖い話してやる。
僕の曽祖父は釣りが趣味で近所の川に釣りに行くのを日課にしてたんだけど、ある日出掛けたと思ったらすぐ帰って来た。
当時子供だった祖父がどうしたのか聞くと驚いた表情で「行列を見た」と言うと自室に戻って身の回りの整理をし始めた。",2021-08-28 15:30:03+00:00
1590,RT @JA14WP: 旅客機の機内食って、空で食べるって特別な感じが好きなんですよ。なので間食持ち込んでみたけど、小型機ではあまり落ち着いて味わえませんでした。 https://t.co/v6VKPHrK3o,2021-08-28 15:25:38+00:00
1591,"RT @clegusuke: 動物病院で使う療法食を転売し始めたら今度は酸素缶の転売かよ。
肺炎になったらこんな量ではとても足りない。酸素ボンベクラスで必要です。こんな量吸っても一時的にSp02が戻るかもしれませんが気休めです。
メーカーも医療目的で販売してません。
どうか買わ…",2021-08-28 15:24:36+00:00
1592,RT @pooler6sw: ワクチン一回目打ってきたんだけど、この服で行ったらお医者さんに「ワクチン打つ人みんなこの服で来て欲しい」と言われ、打ってしばらく様子見する部屋にいたら看護師さんがわざわざやってきて「2回目もこの服で来て欲しい」と言われるくらいに大絶賛されました。オ…,2021-08-28 15:22:06+00:00
1593,"RT @usagyuuunP: ❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓❗️❓

#うさぎゅーん #セミ爆弾 #セミファイナル https://t.co/h…",2021-08-28 15:20:28+00:00
1594,@Cur4E7Iox5S0mOR 過少業績ポスドクにしちゃ上出来だろ,2021-08-28 15:18:36+00:00
1595,「稼げる大学」政策が中短期的に見れば愚策なのは論を俟たないが、長期的に見れば長い衰退期に入った日本においては「政府からの補助金」「減り行く一方の学生からの授業料」に依存し続けるのも大きな経営リスク。国が傾いても自校だけは生き残るという強気で確固たる経営が求められているのも事実かと,2021-08-28 14:13:39+00:00
1596,RT @47news: 全米テニス観客、ワクチン義務に　最低1度接種の証明書必要 https://t.co/dXeTddX0qu,2021-08-28 10:12:43+00:00
1597,RT @sugoku_saikou: この親知らずのイラスト良すぎるな https://t.co/w2iJ72lVQu,2021-08-28 10:12:05+00:00
1598,RT @san_harumaster: これを見た人はおまえだが気になって、次の駅は深谷は謎の駅だということに気が付かないのである https://t.co/g4aWJYUJzu,2021-08-28 09:50:29+00:00
1599,RT @Pusheen: The latest #Pusheen YouTube video is LIVE! Click the link to watch 🧜‍♀️💧  https://t.co/3a9pcSdZcW https://t.co/MvYMLVD8l0,2021-08-28 09:00:09+00:00
1600,国内全体でのECMO・人工呼吸器（ECMO除く）装着数の年齢分布（赤が現在実施中の数）。50代が最多で、以下40or60代が続くという傾向。また第五波以前はほぼ見かけなかった20代以下での実施が目に付く https://t.co/09YzVlulmW,2021-08-27 18:00:18+00:00
1601,都のECMO装着数、完全にskyrocketingという急増ペース。人工呼吸器（ECMO含む）装着数も同様の急増で、8月初旬時点の受け入れ可能数を大きく超えてしまっている。現在は医療関係者の多大な努力で受け入れ可能数が大幅に増やさ… https://t.co/Y3DmDO9BnX,2021-08-27 17:57:15+00:00
1602,都の発症日別陽性者数、8/10に過去最多のピークを迎えて以降17日経ってもこれを超えるピークが現れないところを見ると、陽性者数はピークアウトして今後減少していくものと期待される（現段階では）。ただし減少ペースはかなり鈍いかもしれな… https://t.co/0bVQjoeAta,2021-08-27 17:52:22+00:00
1603,東京都の医療リソースの残り容量に関する各指標は画像の通り。都の7119発熱相談と陽性率（検査数の減りより陽性率の方が減りが早い）はピークアウトしたが、東京ルールは横這い。入院者数は増加中、重症者数は294(+18)名と大幅な急増で… https://t.co/qbVCDcqVzn,2021-08-27 17:50:17+00:00
1604,2020年11月1日以降の年代別推移。ほぼ全年齢層でピークアウトして見えるが、10歳未満＆70-80代は減少幅が小さくピークアウトし切っていない印象 https://t.co/nWPRDpGYZD,2021-08-27 17:50:15+00:00
1605,"本日の東京都の報告数は4227名、二階差分トレンドの直近3日間の推定値は4230, 4120, 3990、7日周期成分の推定値は75.4, -16.2, -1370, -29.6, 10, 113, 50.5、直近3日間の「加速度… https://t.co/0p3WDBWs7n",2021-08-27 17:50:14+00:00
1606,"本日発表の東京都の死亡報、18名とかなり多い。うち30-50代が7名。7月20日死亡の50代男性1名を除いて全員8月以降に死亡
https://t.co/VJe6JJ7a3m https://t.co/gvNKIYSU5h",2021-08-27 17:40:31+00:00
1607,"RT @kazoo04: &gt; 都の担当者は「接種をためらう若者が多いということだったので、ここまで並ぶとは想定できなかった」

知ってて言ってると思ってたけど、本当に若者が予約取れなくて困ってること知らなかったのか…
https://t.co/6KcKBVGXUk",2021-08-27 16:32:26+00:00
1608,今季の初心者向けデータサイエンス講座終了。やっぱり修了率は20%ぐらいでござった、素晴らしく平均回帰してゐる,2021-08-27 16:31:29+00:00
1609,@Hiro_macchan ですね。そもそもこの状況で「風邪」って言ったらコロナのしかもデルタ株しかほぼありませんし。。。,2021-08-27 16:25:26+00:00
1610,@Hiro_macchan 数字もそうですし、デルタ株もそうですね。「密なイベントから5日しか経ってないのにコロナ発症はあり得ない」みたいなツイートを見かけて、それは従来株の話だよ……となりました。,2021-08-27 16:16:11+00:00
1611,"歯医者で銀座に行ってきたが、感想としては

・ノーマスク結構目立つ
・お酒OKと大書して開き直っている飲食店がちょこちょこある
・デルタ株蔓延下でもぬるい対策の店が多い（席間隔1m以下、横方向のアクリル板なし）
・顎マスクの営業マ… https://t.co/IrHwrweoq5",2021-08-27 14:35:26+00:00
1612,@dancerj @jmuk みんな偉い。。。,2021-08-27 13:43:45+00:00
1613,@issei_sato そういう意味では日系企業が博士を採りたがらないのと本質的には同じですね,2021-08-27 13:31:54+00:00
1614,@kenmcalinn なるほど〜,2021-08-27 13:30:07+00:00
1615,銀座は地元に比べて明らかに「絶対にマスクしません」系のノーマスクパーソンが多かった。夫婦でノーマスク（顎にすらかけてない）とか数寄屋橋の交差点にいたし,2021-08-27 13:21:12+00:00
1616,昨日のチキンカレー。突然色気を出してバターチキン的なナッツ系のコッテリ仕上げにしようと思ってピーナッツペーストを使ってみたが全然効いてなくて、普通のケララ式カレーが出来上がった（笑）。「アーモンド効果」が良いらしいので次回それで再… https://t.co/uHfgrr221U,2021-08-27 13:18:48+00:00
1617,@kenmcalinn もう撤収してます😢残念,2021-08-27 13:13:33+00:00
1618,空也もなか、今日も買えた。銀座の人出はそれでも普段より少ないのかな,2021-08-27 12:28:45+00:00
1619,主治医の方の歯医者の検診で銀座に来たんだけど、地下のフードコートスタイルの飲食店の様子が完全に「いやデルタ株蔓延下でその緩い対策ぶりはないだろ」だった。某立ち食い有名店なんて超満員で行列してたし,2021-08-27 12:28:07+00:00
1620,RT @YUKI_OTAKE: BBCは、これから残酷な映像が流れます！注意！と捕鯨の映像を流すわりに、非白人の死体映像は平気で見せるので、鯨未満の扱いだなと毎回思う。,2021-08-27 12:03:00+00:00
1621,RT @Hamachiya2: 3行に要約してくれるAIに吉幾三を入れたら壊れた https://t.co/yyEKRcHEPQ,2021-08-27 12:02:27+00:00
1622,RT @mvon_maomao: 都庁のワクチンがめっちゃ枠空いてるよ!!!!!!!! https://t.co/fcmiOSXEsC,2021-08-27 12:02:11+00:00
1623,"RT @YahooNewsTopics: 【若者向け接種会場 朝から大行列】
https://t.co/4kYPYcCgqI

東京・渋谷に、27日から若者たちを対象にした、予約のいらないワクチン接種会場が設置される。会場には未明から並ぶ人もいた。",2021-08-27 12:00:37+00:00
1624,@kenmcalinn 全くもって同意です。少なくとも現状の「従業員の互選で長を選ぶ」方式は危ういと思っています（かといって天下りがフリーダムでやってきてもダメなんですが）。大学はある程度は「組織」であるべきで、単なる個人商店の組合ではあるべきではないかと。,2021-08-27 11:06:14+00:00
1625,@sawawww これはwww,2021-08-27 11:03:35+00:00
1626,ただしここには重要な視点が欠けていて、「そもそも大学の側に自律的に経営し法人としての大学を存続させる能力があったならもう少しマシだったかもしれない」ということ。自律的に経営ができなかったからこそ介入されたという側面もあり、ここは教訓となりそう,2021-08-27 10:50:56+00:00
1627,@kenmcalinn 本質的には日本の大学に「自力で法人としての大学を経営し存続させる」能力がないことが問題なんですよね。だからこそ、国含め外部から介入されてしまうという。,2021-08-27 10:48:56+00:00
1628,新自由主義政権時代のニュージーランドで行われた大学改革の現場にたまたま居合わせた、元オタゴ大学教員の方の記事。ありとあらゆるものが商業化された結果として大学・研究所も荒廃し、卒業しても金にならない学科は統廃合の議論が大っぴらにされ… https://t.co/OjNRDGH7m8,2021-08-27 10:26:28+00:00
1629,RT @bon_chi33: 渋谷の予約なしでワクチン打てるやつ、正午スタートなのに朝からめちゃくちゃ人が並んでて、ホラ…若者はワクチン打ちたがらないんじゃなくて今まで打てなかったってことが浮き彫りになってるじゃん…って思った…,2021-08-27 09:59:17+00:00
1630,@tmaehara 是非Facebook大学を！,2021-08-27 09:57:10+00:00
1631,"RT @botchi_hinnkaku: 教科書「牛痘を接種すると牛になると信じられていた」 
ワイ「ｗｗｗｗｗｗｗｗｗ」 

教科書（未来）「mRNAワクチンを接種すると5Gに接続したり他人に感染症をバラまくという噂が流れた」",2021-08-27 01:46:57+00:00
1632,@wndrm4478 さらに酷いww,2021-08-27 01:43:54+00:00
1633,「三高」（高学歴・高収入・高身長）って概念は今でも世の中に存在するんだろうか。なおこれをもじった「高年齢・高収入・高血圧」というおっさんネタも知っているが,2021-08-27 01:20:28+00:00
1634,@wndrm4478 それはヤバい,2021-08-27 01:14:59+00:00
1635,@na_mroon5 次回は11月,2021-08-27 01:14:32+00:00
1636,@na_mroon5 大昔「高収入・高年齢・高血圧」の三高というネタがあったのをふと思い出しました,2021-08-27 01:13:59+00:00
1637,RT @kanahei_: https://t.co/HTXdB1isy0,2021-08-27 01:11:25+00:00
1638,"RT @usagyuuunP: おそろのサングラスーで!!!!!!!!!! 
ダンス!!! ダンス!!!!!! ダーーンス!!!!!!!!!!!!!

#うさぎゅーん #にんじん https://t.co/N9TXxhXGrM",2021-08-27 01:10:24+00:00
1639,"RT @usagyuuunP: ちべたーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーい!!!!!!!!!!!!!!!! 
でもおいしー!!!!!!!!!!!!!!!!!!!!!!🍧🍧🍧 
きみは何味が好きー???????????????? 

#うさぎゅーん #か…",2021-08-27 01:10:19+00:00
1640,"RT @yurutto_store: #ゆるっとストア よりお知らせです♪✨
8/27（金）正午12:00よりピスケ＆うさぎと水族館・動物園のコラボ商品の販売開始です。
是非チェックしてくださいね♪
https://t.co/qWNMpHKHRF

#カナヘイ #カナヘイの小動…",2021-08-27 01:09:56+00:00
1641,@fesibisyatta はい https://t.co/JuUZ4TuMY7,2021-08-27 01:08:06+00:00
1642,RT @Hoi4_B: 元ネタを発掘しました https://t.co/uc8Pfkuq02,2021-08-27 01:06:07+00:00
1643,"RT @Cpt_TAKAHASHI: 北辰一刀流の現(七代目)宗家ってドイツの方なのか…

マルクス・レッシュ
日本名　大塚龍之介平政智

イケメン通り越して神々しささえあるわ… https://t.co/4KtqWOi7BK",2021-08-27 01:03:49+00:00
1644,@fesibisyatta 仕事できません！（窓から飛び降ry,2021-08-27 00:29:09+00:00
1645,それでも東大や京大が強力な経営陣を自ら据えて、自分たちの強い意志で大学そのものを強化し反映させるような経営を自力で行えれば、あるいは状況は好転するかもしれない。だが、従前通り政府からの補助金を当てにし続けるなら早晩行き詰まると思われる,2021-08-26 23:47:37+00:00
1646,例のポスドク時代に人気を博していた（物議を醸していた）旧ブログの最後の記事で確か「いずれ日本は東大や京大などの有力大学を民営化し、新自由主義政権時代のNZの大学のように弱体化させる」と予言した記憶があるんだけど、何か現実になりそう… https://t.co/gNvaC1d7c4,2021-08-26 23:42:25+00:00
1647,"RT @isashinichi: 厚労委のその場にいると、報道では尾身先生の真意が全く伝わらない気がしています。　

議事録をそのままのせておきます。 https://t.co/jhKi0rl3RM",2021-08-26 20:14:35+00:00
1648,RT @citacitayaka: ウェブ面接の「部屋をちょっと見せて」問題、セクハラ以外でも「住環境がわかる」「経済状況がわかる」「本棚の書籍や新聞から思想・信条がわかる」で、本来面接で質問しちゃいけない事項に抵触するからやってる会社はヤバイと思う。,2021-08-26 20:02:48+00:00
1649,東京都の医療リソースの残り容量に関する各指標は画像の通り。都の7119発熱相談・陽性率はピークアウト（陽性率は検査数が増えている割に減りつつある）、東京ルール適用は再増加、重症者数は275名前後で完全にサチっている。全国レベルでは… https://t.co/NQ02RXnQkD,2021-08-26 18:22:14+00:00
1650,2020年11月1日以降の年代別推移。全年齢層でピークアウトの兆候が見えてきた https://t.co/2nW5Zt2t7M,2021-08-26 18:22:12+00:00
1651,"本日の東京都の報告数は4704名、二階差分トレンドの直近3日間の推定値は4290, 4180, 4050、7日周期成分の推定値は482, 313, -110, -1370, -144, 276, 622、直近3日間の「加速度」は-… https://t.co/LlXLQANotD",2021-08-26 18:22:11+00:00
1652,"本日発表の東京都の死亡報は11名、高齢者が多いが50代も3名いる（全員第五波以降）
https://t.co/OUGof20doG https://t.co/iMFETmufp3",2021-08-26 18:02:57+00:00
1653,@tkshhysh ガチ勢は違うんですね（凄い,2021-08-26 15:59:55+00:00
1654,@tkshhysh やれるんでしょうが、政治家でも分かるようなシンプルな解釈に辿り着ける気がしませんね,2021-08-26 15:56:39+00:00
1655,実験心理学の大学教授のTwitterが「感染爆発させる東京オリパラ反対、中継も見ない」「地方に感染を拡大させる大規模イベント反対」と「被験者実験やりたいから大学の対面授業と学生の登校を認めろ」「この前の地方旅行楽しかった（写真付き… https://t.co/ok5qiwJP00,2021-08-26 15:55:57+00:00
1656,@tkshhysh モデルの背後にある背景や設定が大雑把過ぎるというのがあるんじゃないでしょうか（行動の詳細にまで踏み込めるほどの要素がないとか）,2021-08-26 15:51:40+00:00
1657,@peko409 入国者の規制緩和をするなら、当然出国者（そして再入国者）の規制緩和もする＆訪問先国に求める必要があるわけで、この辺のスタンスの各国間での違いも影響してきそうですね。,2021-08-26 15:33:24+00:00
1658,"RT @KawamataRyo: 「Google Meetで挙手ボタン押すの面倒...」 そんなあなたに朗報です。

リアルな挙手の動きとGoogle Meet上の挙手ボタンの動きを同期するChrome拡張をリリースしました🎉🎉

ミーティングの進行に役立てるのではと思います!…",2021-08-26 15:25:35+00:00
1659,@peko409 良くて昨秋の小康状態の頃に戻るのが精一杯ですねこれ。違いは相変わらず国内に制限されるか、ワクチンパスポートで同条件で海外渡航も可能になるかどうか。,2021-08-26 15:01:43+00:00
1660,@yusk_ まぁ僕もサルゴリラチンパンジーの曲だと最初に思いますけどねw,2021-08-26 14:47:19+00:00
1661,@yusk_ https://t.co/kloWoIGXvv,2021-08-26 14:40:10+00:00
1662,@yusk_ 古い名曲の解説書なんか見るとちゃんとボギー大佐のマーチって出てますね。,2021-08-26 14:39:29+00:00
1663,RT @UhJRkb57Yk7Sjbl: ミーさん、それは流石に上げらないでしょ笑 https://t.co/yD7rDpkhGc,2021-08-26 14:06:40+00:00
